,id,category_tree
2483," Jan 21  2020  11.10 AM IST 0Comments Shutterstock.com Among metals and energy pack  crude oil and natural gas were trading with minor cuts while nickel  copper and zinc sipped around 0.5 per cent each. Commodity Summary CRUDEOIL Most agri commodities drifted lower on Tuesday weighed down by slowdown worries. The International Monetary Fund cut India’s growth outlook in the current fiscal to 4.8 per cent  20 basis points lower than government estimates. Baring chanda and coriander  that advanced 0.3 and 0.14 per cent  all commodities on NCDEX slipped in early trade. Cotton seed oilcake and refined soya oil were down 1 per cent each. Among metals and energy pack  crude oil and natural gas were trading with minor cuts while nickel  copper and zinc sipped around 0.5 per cent each. Here is how SMC Global expects commodities to trade today: Bullion: Bullion counters may trade on the upside. Gold can recover towards Rs 40 250 while taking support near Rs 39 900  while silver can test Rs 47 200 while taking support near Rs 46 700. Base metals: Base metals may trade with a weak bias. Copper may dip towards Rs 450 while facing resistance near Rs 454. Zinc can recover towards Rs 184 while taking support near Rs 181. Lead may trade with a sideways bias facing resistance near Rs 153 and support near Rs 150. Nickel may remain on a weaker bias  testing Rs 1 015 while facing resistance near Rs 1 030. Aluminium may recover towards Rs 142 while taking support near Rs 139. Energy: Crude oil may witness lower-level buying. It can recover towards Rs 4 230 while taking support near Rs 4 140. Natural gas can dip lower towards Rs 134 while facing resistance near Rs 140 on unfavorable weather and less demand. Spices: Turmeric futures (Mar) are expected to trade with a downside bias and test Rs 6 100-6 050 if it breaks Rs 6 180. Jeera futures (Mar) may trade fall further and test Rs 14 800-14 700. Dhaniya futures (Apr) are expected to trade sideways in the range of Rs 6 850-7 100. Oilseeds: Soybean futures (Feb) may continue to witness correction on every pull back and face resistance near Rs 4 260. Mustard futures (Feb) are expected to fall for the third consecutive week and test Rs 4 255-4 235. CPO futures (Feb) are expected to remain below Rs 806  while soy oil futures (Feb) will probably face resistance near Rs 905. Other commoditiesṣ: Cotton futures (Jan) will possibly remain stable in the range of Rs 19 600-19 800. Chana futures (Mar) may fall further to test Rs 4 050. Mentha oil futures (Jan) may go down further to test Rs 1 250-1 240.""",Banking & Finance^Education-->bank employees plan country wide strike https
2484,1326,Entertainment^Entertainment-->reconcile busy schedule instead indus work problems due busy schedule
2485,5831,Education^News & Politics-->second win indian super league holicharan nar blazers defeated atk second time kerala blasters goalless draw
2486,1133,Entertainment^Entertainment-->royal rumble rumors injured superstars status nxt plans years b roman reigns past legends returning well several rumors royal rumble jinder mahal interesting ppv days away
2487,2949,Entertainment^Real Estate-->semma kushi poco lite trapped trapped poko fans xiaomi recently revealed subsidiary poko separate company means poko longer operate independent brand
2488,2541,News & Politics^Real Estate-->holiday travel stokes risk
2489,5631,Religion & Spirituality^Real Estate-->nitish kumar janata dal nitish said prashant kishore asked questions
2490,500,Automobiles^Banking & Finance-->yo test even pass yo raised many questions team selected reports new zealand last minute indian team
2491,3338,Education^Entertainment-->wwe news royal rumble former champion disheartening news every wwe fan division matches vince mcmahon ppv ppv consists time away big event
2492,2542,Gadgets & Technology^Entertainment-->hold rallies chandrasekhar azad said continue even withdrawn thousands chanted new delhi juma masjid granted bail chandrasekhar azad
2493,2740,Banking & Finance^Real Estate-->bollywood director anurag kashyap profile picture bollywood director anurag kashyap twitter profile photo twitter profile anurag changed also
2494,3339,Entertainment^Real Estate-->points
2495,3135,Entertainment^Health & Pharmaceutical-->vij said formed nbt news panipathariyana police department narcotics wing cm soon
2496,5832,News & Politics^Real Estate-->malaysian imports govt privately warne crude palm oil imports official ban effectively stopped
2497,,nan^Entertainment-->us china trade deal stock market due sensex cross first time bse sensitive index sensex thursday morning saw morning indian stock market trade deal first phase crossed
2498,3136,Entertainment^Vehicles & Parts-->induct former intercontinental champion paige wants wwe hall tweet asking wwe whether fame wwe backstage panellist b paige wants wwe hall induct british bulldog
2499,1528,Entertainment^Real Estate-->chandrababu calls nagalakshmi rajdhani deeksha fun scene chandrababu naidu participated also read fun scene
2500,,nan^Real Estate-->ram temple march foundation decided february ayodhya begins supreme court order ram temple march february construction work
2501,6403,Home & Garden^Entertainment-->abundant assets linked terror reveals suspended dcp devinder singh also tracking devinder several weeks several days officials claim kashmir police
2502,1932,Real Estate^Banking & Finance-->trade setup nifty set keep exposure extend rally nse nifty made day progres tensions eased middle east geopolitical front gaupup opening
2503,5833,Home & Garden^Entertainment-->mp govt protest senior police official said bjp workers kamal nath government precautionary measure madhya pradesh
2504,3748,Automobiles^Entertainment-->former winner shweta tiwari crack rashami desai bigg boss web show hum tum two interesting shows alt balaji much work kitty one
2505,4128,Entertainment^Real Estate-->end lives https
2506,4298,Entertainment^CAN-->darbar movie review telugu critics rajinikanth film telugu film critics superstar rajinikanth carries garnered mixed review director ar murugadoss shoulders movie darbar
2507,716,Impression^Real Estate-->third party quadrangle area demanding money pune
2508,"""Search for: Kejriwal's dark exploits January 21  2020  1:59 pm IST Rajiv Gupta in Next World ",Real Estate^Vehicles & Parts-->woman files complaint young man drowned young man forcibly tying madanayakahalli near tumkur young man drowned young woman neck around forcibly tying
2509,6594,CAN^Real Estate-->bma join hands new foot cancer treatment american institute american bay institute yi co op new chapter cancer treatment
2510,2327,Education^Real Estate-->th consecutive day taasir hindi news network
2511,4875,Entertainment^Entertainment-->demand pension increase send email prayagraj jan bank pensioner activists run banks prime minister pension amount ask members
2512,,nan^Real Estate-->propaganda fir mohan bhagwat defaming rss rashtriya swayamsevak sangh based rss headquarters head mohan bhagwat mohan bhagwat new constitution
2513,5239,CAN^Real Estate-->social evils continue sethumadhavan popularly known noted malayali writer indian society first novel
2514,6595,Health & Pharmaceutical^Air Travel-->win rs amazon pay balance get answers five questions win rs five que five questions get answers gadgets news
2515,6773,Entertainment^Entertainment-->kerala collapses ranji trophy match home match first innings
2516,3749,Air Travel^Real Estate-->held today four convicts four convicts case
2517,1933,Entertainment^Real Estate-->become addicted correspondent kolkata january reading scriptures head head lose interest html
2518,,nan^CAN-->corpse stood incident recently took place details rashi breathing karachi corpses getting
2519,4876,Education^Real Estate-->shaheen bagh protection within everyone whoever demonstrating peacefully
2520,6014,News & Politics^Entertainment-->detained maharashtra bandh caa protest caa protest maharashtra closed national civil register citizenship amendment act central government prakash ambedkar economic policies custody pune
2521,287,Real Estate^Real Estate-->vignesh sivan vignesh shivan samayam tamil
2522,4129,Real Estate^Entertainment-->simhachalam temple fastag likely new toll gate simhachalam temple bus stop new system may modern toll gate existing toll gate alipiri toll gate simhachalam temple ttd soon get
2523,3340,Real Estate^Real Estate-->hot seat bar next coach highlights valvarde
2524,6596,Entertainment^News & Politics-->new zealand tour shikhar dhawan opener shikhar dhawan january world cup third odi left shoulder injuries since
2525,3750,Air Travel^Music and Audio-->qasim sulemani full eye increased significantly since west asia us attack new delhi india gulf countries bad effect
2526,4476,Real Estate^Real Estate-->mattress startup files losses grow losses amid heightened competition new york filin based company
2527,4299,Entertainment^Entertainment-->debashree chaudhary caa stir union minister debasree chaudhuri north dinajpur district faced stiff protest citizenship amendment act west bengal debasre constituency raiganj
